country_region_code,country_region,sub_region_1,sub_region_2,metro_area,iso_3166_2_code,census_fips_code,date,retail_and_recreation_percent_change_from_baseline,grocery_and_pharmacy_percent_change_from_baseline,parks_percent_change_from_baseline,transit_stations_percent_change_from_baseline,workplaces_percent_change_from_baseline,residential_percent_change_from_baseline
US,United States,North Carolina,,,US-NC,,2020-07-22,-10,1,61,-24,-35,9
US,United States,North Carolina,,,US-NC,,2020-07-23,-13,-2,44,-25,-35,11
US,United States,North Carolina,,,US-NC,,2020-07-24,-12,-1,69,-23,-34,9
US,United States,North Carolina,,,US-NC,,2020-07-25,-14,1,98,-14,-12,3
US,United States,North Carolina,,,US-NC,,2020-07-26,-13,-1,70,-20,-16,3
US,United States,North Carolina,,,US-NC,,2020-07-27,-9,2,76,-22,-35,8
US,United States,North Carolina,,,US-NC,,2020-07-28,-10,0,69,-25,-35,10
US,United States,North Carolina,,,US-NC,,2020-07-29,-11,-2,49,-27,-36,10
US,United States,North Carolina,,,US-NC,,2020-07-30,-10,1,55,-25,-35,10
US,United States,North Carolina,,,US-NC,,2020-07-31,-9,3,83,-21,-35,8
US,United States,North Carolina,,,US-NC,,2020-08-01,-13,3,87,-14,-13,2
US,United States,North Carolina,,,US-NC,,2020-08-02,-11,2,53,-20,-17,3
US,United States,North Carolina,,,US-NC,,2020-08-03,-10,6,22,-27,-36,10
US,United States,North Carolina,,,US-NC,,2020-08-04,-10,-3,66,-27,-39,11
US,United States,North Carolina,,,US-NC,,2020-08-05,-10,-2,51,-24,-35,9
US,United States,North Carolina,,,US-NC,,2020-08-06,-12,-3,46,-24,-35,10
US,United States,North Carolina,,,US-NC,,2020-08-07,-12,-2,70,-23,-34,8
US,United States,North Carolina,,,US-NC,,2020-08-08,-14,0,98,-13,-12,2
US,United States,North Carolina,,,US-NC,,2020-08-09,-13,-2,57,-19,-17,2
US,United States,North Carolina,,,US-NC,,2020-08-10,-10,-1,66,-23,-35,8
US,United States,North Carolina,,,US-NC,,2020-08-11,-10,0,74,-24,-35,8
US,United States,North Carolina,,,US-NC,,2020-08-12,-11,-2,53,-25,-35,9
US,United States,North Carolina,,,US-NC,,2020-08-13,-12,-2,41,-24,-35,9
US,United States,North Carolina,,,US-NC,,2020-08-14,-12,-2,65,-24,-34,8
US,United States,North Carolina,,,US-NC,,2020-08-15,-16,-3,41,-20,-15,4
US,United States,North Carolina,,,US-NC,,2020-08-16,-12,-1,49,-19,-17,3
US,United States,North Carolina,,,US-NC,,2020-08-17,-12,-2,57,-24,-35,8
US,United States,North Carolina,,,US-NC,,2020-08-18,-12,-1,70,-26,-33,8
US,United States,North Carolina,,,US-NC,,2020-08-19,-14,-5,35,-28,-34,9
US,United States,North Carolina,,,US-NC,,2020-08-20,-14,-3,43,-26,-33,9
US,United States,North Carolina,,,US-NC,,2020-08-21,-15,-4,46,-26,-33,9
US,United States,North Carolina,,,US-NC,,2020-08-22,-15,-1,87,-18,-12,2
US,United States,North Carolina,,,US-NC,,2020-08-23,-14,-3,50,-22,-16,3
US,United States,North Carolina,,,US-NC,,2020-08-24,-15,-3,48,-26,-33,8
US,United States,North Carolina,,,US-NC,,2020-08-25,-13,-2,58,-27,-33,9
US,United States,North Carolina,,,US-NC,,2020-08-26,-13,-3,50,-27,-32,8
